idea_id,tenant_id,owner_user_id,owner_display_name,title,status,current_stage,deployment_status,value_score,risk_score,feasibility_score,integration_complexity,security_risk,data_readiness,has_architecture_package,monthly_token_quota_base,extra_quota_current_month,quota_month,created_at,updated_at
f1eab329-39c8-4207-b2e4-2775d04305bc,contoso-demo,demo-user-001,Demo User,Optimización de Procesos KYC con Análisis de Documentos IA,needs_clarification,business_validation,development,75,40,0,0,0,0,0,250000,0,,2026-07-23T20:01:26.070630,2026-07-28T20:01:26.164161
f0b1a401-b9c9-4cbd-a4f5-d5489e2bd2c0,contoso-demo,demo-user-001,Demo User,Automatización de Detección de Fraude en Transacciones Retail,draft,idea_intake,development,0,0,0,0,0,0,0,250000,0,,2026-07-21T22:01:36.670317,2026-07-28T22:01:36.688903
621de390-e11e-4aca-8a72-c71c53017cc8,contoso-demo,demo-user-001,Demo User,Automatización de Detección de Fraude en Transacciones Retail,draft,idea_intake,development,0,0,0,0,0,0,0,250000,0,,2026-07-21T20:01:26.065551,2026-07-28T20:01:26.079441
0c5b15ad-1ea9-46ee-b321-7fd98b8c27db,contoso-demo,demo-user-001,Demo User,Automatización de Asesoría de Inversión Personalizada,rejected,business_validation,development,70,85,0,0,0,0,0,250000,0,,2026-07-18T22:01:36.679088,2026-07-28T22:01:36.990634
3345b323-7190-438c-bf0f-09224c3a47a8,contoso-demo,demo-user-001,Demo User,Automatización de Asesoría de Inversión Personalizada,rejected,business_validation,development,70,85,0,0,0,0,0,250000,0,,2026-07-18T20:01:26.072739,2026-07-28T20:01:26.270817
abbff491-abcf-4fa2-90e5-e5f6190e6304,contoso-demo,demo-user-001,Demo User,Chatbot de Soporte al Cliente con Comprensión Conversacional,business_viable,business_validation,development,82,35,0,0,0,0,0,250000,0,,2026-07-14T22:01:36.677129,2026-07-28T22:01:36.844554
f68e867f-6dad-4768-b07c-4236a35ba650,contoso-demo,demo-user-001,Demo User,Chatbot de Soporte al Cliente con Comprensión Conversacional,business_viable,business_validation,development,82,35,0,0,0,0,0,250000,0,,2026-07-14T20:01:26.071030,2026-07-28T20:01:26.195021
9bb14b2e-83a9-477e-9d51-56be77a21d4f,contoso-demo,demo-user-001,Demo User,Análisis Predictivo de Riesgo de Crédito en Onboarding,business_viable,technical_validation,production,85,40,88,65,25,80,1,250000,0,,2026-07-07T22:01:36.678252,2026-08-03T15:24:02.067254
1594aca5-08e4-4a75-b157-d3c34ce9f50a,contoso-demo,demo-user-001,Demo User,Análisis Predictivo de Riesgo de Crédito en Onboarding,business_viable,technical_validation,development,85,40,88,65,25,80,1,250000,0,,2026-07-07T20:01:26.072425,2026-07-28T20:01:26.226734
44f2b6b6-83f8-421e-a171-a6d45b885535,contoso-demo,user-fin-01,Ana Finanzas,Mejorar deteccion de fraude en tiempo real,rejected,business_validation,development,57,30,0,0,0,0,0,250000,0,,2026-06-18T16:52:04.817359,2026-06-18T17:00:13.143086
76157f5b-7c92-444e-a568-4d2b00037da1,contoso-demo,user-fin-01,Ana Finanzas,Loop clarificacion multiq 20260618102551,rejected,business_validation,development,25,70,0,0,0,0,0,250000,0,,2026-06-18T16:25:51.950173,2026-06-18T16:26:17.790012
8baf4100-c306-45b9-8204-2817920ccd61,contoso-demo,user-fin-01,Ana Finanzas,Loop clarificacion test 20260618102529,rejected,business_validation,development,25,70,0,0,0,0,0,250000,0,,2026-06-18T16:25:29.773491,2026-06-18T16:25:36.871096
abeb2991-16c1-4089-a1a5-3e5e038213ab,contoso-demo,user-fin-01,Ana Finanzas,Loop clarificacion test 20260618102505,rejected,business_validation,development,25,70,0,0,0,0,0,250000,0,,2026-06-18T16:25:09.272583,2026-06-18T16:25:09.794103
8fedd31b-9e7d-482a-90c5-7c306ec20143,contoso-demo,user-fin-01,Ana Finanzas,AI for bank,rejected,business_validation,development,47,30,0,0,0,0,0,250000,0,,2026-06-18T16:11:07.211663,2026-06-18T16:53:56.468116
a9157418-e717-465a-9059-5db154fb31a8,contoso-demo,user-fin-01,Ana Finanzas,Teste duplicado pt 20260618100615,needs_clarification,business_validation,development,57,30,0,0,0,0,0,250000,0,,2026-06-18T16:06:15.179720,2026-06-18T16:06:15.186408
730a9402-957b-4912-9dd0-8e492f3561ce,contoso-demo,user-fin-01,Ana Finanzas,Duplicate test en 20260618100604,needs_clarification,business_validation,development,45,30,0,0,0,0,0,250000,0,,2026-06-18T16:06:04.559499,2026-06-18T16:06:04.564430
e00ebde2-fdc0-403f-b53b-35c20f57b389,contoso-demo,user-fin-01,Ana Finanzas,Prueba duplicado es 20260618100513,needs_clarification,business_validation,development,57,30,0,0,0,0,0,250000,0,,2026-06-18T16:05:14.034009,2026-06-18T16:05:14.043941
55c01784-5a36-4b6f-9a57-5460c292229a,contoso-demo,user-fin-01,Ana Finanzas,Early fraud detection in digital onboarding,business_viable,technical_validation,production,65,22,94,38,30,47,1,1000000,0,,2026-06-16T14:39:39.986782,2026-07-31T01:43:19.840797
fd329c66-5d52-4df9-9f3b-8d0730abd455,contoso-demo,team-riesgo,Carlos Mendez (Risk Team Lead),Modelo de Scoring de Riesgo Crediticio Avanzado,business_viable,technical_validation,funding,90,30,92,60,20,95,1,500000,0,,2026-06-13T22:01:36.679786,2026-07-28T22:01:37.047809
cbd7120b-1c8b-4676-84b7-dfd866cc557b,contoso-demo,user-fin-01,Ana Finanzas,Reduccion de fraude onboarding documental,business_viable,technical_validation,production,65,22,86,38,60,47,1,250000,0,,2026-06-03T03:16:52.352507,2026-07-02T17:20:48.174733
7c7079cc-4ddf-4396-aead-2e79c48c8487,contoso-demo,user-fin-01,Ana Finanzas,Reduccion de fraude en onboarding KYC,needs_clarification,business_validation,development,57,30,0,0,0,0,0,250000,0,,2026-06-03T03:16:36.048702,2026-06-03T05:09:53.696806
9515b592-d9da-4b6f-bb09-0061f996f234,contoso-demo,user-fin-01,Ana Finanzas,Asistente KYC para onboarding digital,needs_clarification,business_validation,development,57,30,0,0,0,0,0,250000,0,,2026-06-03T03:16:17.849441,2026-06-03T03:16:17.852575
4543e3f3-e9cd-4546-9d69-8791da764798,contoso-demo,user-fin-01,Ana Finanzas,Prueba persistencia historial analista finanzas 2026,needs_clarification,business_validation,development,57,30,0,0,0,0,0,250000,0,,2026-06-01T23:00:12.577287,2026-06-01T23:48:58.818892
6aab6ae4-6796-4387-ab38-139730811213,contoso-demo,user-fin-01,Ana Finanzas,Validacion tecnica onboarding antifraude 2026,needs_clarification,business_validation,development,57,30,0,0,0,0,0,250000,0,,2026-06-01T21:12:53.369274,2026-06-01T23:44:40.064224
390f4c6b-6a36-4e1a-9a53-7e962b05df02,contoso-demo,user-fin-01,Ana Finanzas,Reducir fraude onboarding digital,needs_clarification,business_validation,development,57,30,0,0,0,0,0,250000,0,,2026-06-01T19:16:22.532897,2026-06-01T23:46:21.207963
b147785f-3f7e-44df-870c-f2b88f2d4c15,contoso-demo,user-fin-01,Ana Finanzas,Deteccion temprana de fraude en onboarding digital,needs_clarification,business_validation,development,57,30,0,0,0,0,0,250000,0,,2026-06-01T19:12:50.664734,2026-06-01T23:46:21.319720
af8fadd2-cdf9-4b4a-926f-505f536251c1,contoso-demo,user-fin-01,Ana Finanzas,Reducir fraude onboarding,needs_clarification,business_validation,development,57,30,0,0,0,0,0,250000,0,,2026-06-01T19:07:55.117664,2026-06-01T23:46:21.425075
95bb140c-884f-4859-a4e8-3c81febf6fe1,contoso-demo,user-fin-01,Ana Finanzas,Deteccion temprana de fraude en onboarding digital,business_viable,technical_validation,production,69,30,91,48,40,59,1,250000,0,,2026-06-01T19:03:51.031997,2026-06-22T21:27:08.093710
2f658492-6cc7-48a1-96d5-6dca5b7e766b,contoso-demo,user-fin-01,Ana Finanzas,Deteccion inteligente de fraude en onboarding,business_viable,technical_validation,funding,69,30,89,58,50,71,1,250000,0,,2026-06-01T16:30:29.116206,2026-06-22T21:27:13.177752
c4ecaf1f-3805-4098-a23b-f8ea698434be,contoso-demo,user-fin-01,Ana Finanzas,Deteccion inteligente de fraude en onboarding,needs_clarification,business_validation,development,57,30,0,0,0,0,0,250000,0,,2026-06-01T16:30:11.997346,2026-06-01T23:46:21.544719
idea-roundtrip-1,roundtrip-tenant,user-1,User One,Test idea,draft,business_validation,development,50,20,0,0,0,0,0,250000,0,,2026-06-01T16:11:44.430739,2026-06-01T16:11:44.433899
b01ffe1a-c6f7-4838-a1c8-df89f134a263,contoso-demo,team-operaciones,Maria Rodriguez (Operations Director),Automatización de Onboarding Digital con Captura de Documentos,business_viable,technical_validation,production,88,25,95,70,15,98,1,1000000,0,,2025-07-28T22:01:36.680535,2026-07-28T22:01:37.081578
23a0f11c-f83e-4e7a-83f5-588846130381,contoso-demo,team-seguridad,Roberto Gonzalez (Security Chief),Sistema Inteligente de Detección de Fraude en Transacciones,business_viable,technical_validation,production,95,20,96,75,10,99,1,2000000,0,,2025-05-04T22:01:36.681294,2026-07-28T22:01:37.110015
